iter	Passed	Remaining
416	1131	1582
417	1134	1579
418	1138	1579
419	1142	1578
420	1146	1576
421	1150	1575
422	1152	1572
423	1155	1569
424	1157	1566
425	1158	1561
426	1161	1558
427	1165	1557
428	1170	1557
429	1173	1555
430	1175	1551
431	1178	1550
432	1183	1549
433	1186	1547
434	1188	1544
435	1191	1541
436	1195	1540
437	1203	1543
438	1206	1541
439	1211	1541
440	1216	1541
441	1219	1539
442	1224	1539
443	1224	1533
444	1227	1530
445	1229	1527
446	1233	1525
447	1233	1520
448	1236	1516
449	1241	1516
450	1243	1513
451	1245	1510
452	1246	1505
453	1249	1502
454	1252	1500
455	1254	1497
456	1255	1492
457	1259	1489
458	1261	1486
459	1263	1483
460	1266	1480
461	1267	1475
462	1268	1470
463	1270	1468
464	1271	1462
465	1275	1461
466	1275	1456
467	1278	1453
468	1280	1450
469	1281	1444
470	1282	1440
471	1284	1437
472	1285	1432
473	1287	1428
474	1290	1426
475	1293	1423
476	1295	1420
477	1297	1416
478	1299	1412
479	1300	1409
480	1303	1406
481	1306	1403
482	1309	1402
483	1311	1398
484	1313	1394
485	1315	1391
486	1317	1388
487	1318	1383
488	1321	1380
489	1323	1377
490	1326	1374
491	1328	1371
492	1330	1368
493	1334	1366
494	1336	1363
495	1337	1358
496	1340	1356
497	1344	1355
498	1348	1353
499	1352	1352
500	1353	1348
501	1355	1344
502	1357	1340
503	1360	1339
504	1365	1338
505	1367	1335
506	1370	1333
507	1371	1328
508	1373	1324
509	1375	1321
510	1378	1319
511	1380	1315
512	1381	1311
513	1382	1307
514	1385	1304
515	1389	1303
516	1391	1299
517	1396	1299
518	1397	1295
519	1401	1293
520	1404	1291
521	1406	1288
522	1409	1285
523	1416	1286
524	1420	1285
525	1423	1282
526	1427	1281
527	1431	1279
528	1434	1276
529	1439	1276
530	1445	1276
531	1449	1275
532	1453	1273
533	1454	1269
534	1458	1267
535	1466	1269
536	1473	1270
537	1477	1269
538	1481	1266
539	1488	1267
540	1492	1266
541	1495	1263
542	1497	1260
543	1499	1257
544	1503	1254
545	1506	1252
546	1508	1249
547	1511	1246
548	1514	1244
549	1516	1240
550	1518	1237
551	1522	1235
552	1525	1233
553	1526	1229
554	1527	1224
555	1530	1221
556	1532	1218
557	1534	1215
558	1536	1212
559	1538	1208
560	1540	1205
561	1543	1203
562	1547	1201
563	1550	1198
564	1552	1195
565	1555	1192
566	1558	1190
567	1561	1187
568	1563	1184
569	1566	1181
570	1567	1177
571	1569	1174
572	1571	1170
573	1573	1167
574	1575	1164
575	1577	1161
576	1580	1158
577	1581	1154
578	1583	1151
579	1585	1147
580	1587	1144
581	1590	1142
582	1595	1141
583	1598	1138
584	1601	1135
585	1605	1134
586	1609	1132
587	1611	1129
588	1614	1126
589	1616	1123
590	1619	1120
591	1622	1118
592	1623	1114
593	1626	1111
594	1627	1108
595	1630	1105
596	1631	1101
597	1634	1098
598	1637	1096
599	1640	1093
600	1641	1089
601	1644	1087
602	1647	1084
603	1650	1082
604	1652	1078
605	1654	1075
606	1657	1072
607	1659	1069
608	1661	1066
609	1663	1063
610	1666	1060
611	1668	1057
612	1670	1054
613	1673	1052
614	1676	1049
615	1677	1046
616	1678	1042
617	1681	1039
618	1683	1036
619	1686	1033
620	1689	1031
621	1693	1029
622	1696	1026
623	1701	1025
624	1703	1022
625	1706	1019
626	1710	1017
627	1712	1014
628	1715	1011
629	1721	1010
630	1724	1008
631	1727	1006
632	1730	1003
633	1734	1001
634	1739	999
635	1742	997
636	1748	996
637	1752	994
638	1757	992
639	1759	989
640	1760	985
641	1764	983
642	1767	981
643	1769	978
644	1773	975
645	1774	972
646	1776	969
647	1779	966
648	1782	963
649	1785	961
650	1787	958
651	1791	956
652	1796	954
653	1801	953
654	1804	950
655	1807	947
656	1810	945
657	1813	942
658	1817	940
659	1820	938
660	1824	935
661	1826	932
662	1829	929
663	1834	928
664	1837	925
665	1840	922
666	1842	919
667	1844	916
668	1845	913
669	1848	910
670	1851	907
671	1856	906
672	1859	903
673	1861	900
674	1865	898
675	1866	894
676	1869	892
677	1872	889
678	1874	886
679	1877	883
680	1879	880
681	1882	877
682	1884	874
683	1887	871
684	1890	869
685	1892	866
686	1895	863
687	1899	861
688	1901	858
689	1903	855
690	1905	852
691	1907	849
692	1910	846
693	1912	843
694	1915	840
695	1918	837
696	1920	834
697	1921	831
698	1923	828
699	1925	825
700	1928	822
701	1931	819
702	1933	816
703	1935	813
704	1939	811
705	1941	808
706	1944	805
707	1947	803
708	1950	800
709	1953	797
710	1955	795
711	1958	792
712	1960	789
713	1963	786
714	1966	783
715	1968	780
716	1971	778
717	1973	775
718	1977	772
719	1979	769
720	1980	766
721	1982	763
722	1985	760
723	1988	757
724	1990	755
725	1991	751
726	1992	748
727	1994	745
728	1996	742
729	1997	738
730	1999	735
731	2001	732
732	2003	729
733	2007	727
734	2008	724
735	2012	721
736	2014	718
737	2016	716
738	2018	713
739	2019	709
740	2021	706
741	2023	703
742	2026	700
743	2027	697
744	2031	695
745	2033	692
746	2035	689
747	2038	686
748	2040	683
749	2041	680
750	2043	677
751	2046	674
752	2048	672
753	2051	669
754	2055	666
755	2058	664
756	2061	661
757	2063	658
758	2066	656
759	2068	653
760	2069	650
761	2070	646
762	2072	643
763	2075	641
764	2078	638
765	2080	635
766	2082	632
767	2086	630
768	2088	627
769	2090	624
770	2091	621
771	2094	618
772	2096	615
773	2098	612
774	2100	609
775	2103	607
776	2106	604
777	2108	601
778	2110	598
779	2112	595
780	2114	592
781	2116	589
782	2117	586
783	2119	584
784	2121	580
785	2124	578
786	2127	575
787	2129	572
788	2132	570
789	2134	567
790	2136	564
791	2138	561
792	2141	558
793	2143	556
794	2147	553
795	2151	551
796	2154	548
797	2158	546
798	2161	543
799	2164	541
800	2169	539
801	2174	536
802	2177	534
803	2180	531
804	2182	528
805	2185	526
806	2188	523
807	2192	520
808	2195	518
809	2197	515
810	2200	512
811	2203	510
812	2205	507
813	2207	504
814	2208	501
815	2212	498
816	2215	496
817	2218	493
818	2220	490
819	2222	487
820	2226	485
821	2229	482
822	2231	479
823	2235	477
824	2238	474
825	2240	471
826	2243	469
827	2246	466
828	2247	463
829	2250	460
830	2253	458
831	2259	456
832	2264	454
833	2269	451
834	2271	448
835	2273	445
836	2275	443
837	2279	440
838	2282	437
839	2284	435
840	2286	432
841	2288	429
842	2291	426
843	2293	423
844	2296	421
845	2299	418
846	2302	415
847	2304	413
848	2307	410
849	2309	407
850	2312	404
851	2314	402
852	2317	399
853	2319	396
854	2321	393
855	2323	390
856	2325	388
857	2327	385
858	2329	382
859	2332	379
860	2334	376
861	2336	374
862	2338	371
863	2342	368
864	2344	365
865	2346	363
866	2346	360
867	2349	357
868	2351	354
869	2353	351
870	2355	348
871	2358	346
872	2361	343
873	2364	340
874	2367	338
875	2369	335
876	2373	332
877	2375	330
878	2376	327
879	2378	324
880	2381	321
881	2383	318
882	2385	316
883	2387	313
884	2389	310
885	2394	308
886	2396	305
887	2398	302
888	2401	299
889	2404	297
890	2406	294
891	2409	291
892	2412	289
893	2414	286
894	2415	283
895	2419	280
896	2421	278
897	2424	275
898	2426	272
899	2428	269
900	2430	267
901	2433	264
902	2434	261
903	2436	258
904	2438	256
905	2441	253
906	2443	250
907	2445	247
908	2449	245
909	2451	242
910	2453	239
911	2457	237
912	2459	234
913	2461	231
914	2464	228
915	2465	226
916	2469	223
917	2471	220
918	2475	218
919	2477	215
920	2479	212
921	2481	209
922	2483	207
923	2485	204
924	2488	201
925	2490	199
926	2492	196
927	2494	193
928	2496	190
929	2499	188
930	2502	185
931	2504	182
932	2507	180
933	2510	177
934	2512	174
935	2515	172
936	2518	169
937	2520	166
938	2524	163
939	2525	161
940	2527	158
941	2530	155
942	2532	153
943	2534	150
944	2538	147
945	2541	145
946	2543	142
947	2545	139
948	2548	136
949	2550	134
950	2553	131
951	2555	128
952	2557	126
953	2559	123
954	2562	120
955	2565	118
956	2567	115
957	2571	112
958	2573	110
959	2575	107
960	2577	104
961	2580	101
962	2582	99
963	2584	96
964	2587	93
965	2588	91
966	2590	88
967	2592	85
968	2595	83
969	2598	80
970	2600	77
971	2602	74
972	2605	72
973	2608	69
974	2611	66
975	2613	64
976	2615	61
977	2617	58
978	2619	56
979	2621	53
980	2624	50
981	2626	48
982	2628	45
983	2630	42
984	2632	40
985	2635	37
986	2638	34
987	2639	32
988	2641	29
989	2643	26
990	2646	24
991	2648	21
992	2650	18
993	2653	16
994	2656	13
995	2658	10
996	2660	8
997	2663	5
998	2666	2
999	2669	0
